sentiment_6m,alpha_3factor,beta_mkt,factor_score,month,rank,ticker,formation_date
0.00045438453791633485,0.35524399522274214,0.9438541272816158,0.9466666666666668,2021-03,2,HBAN,2021-02-26
0.0056794146223673745,0.28640740372345364,1.0314136333800725,0.88,2021-03,3,DELL,2021-02-26
0.0074069977752746095,0.3027471715851346,1.2310299837061751,0.8133333333333334,2021-03,4,CDNS,2021-02-26
0.00012288410931076638,0.22033041894342614,0.9128102899502588,0.7866666666666668,2021-03,5,NKE,2021-02-26
0.020981245097659883,0.236382521461587,0.8373250788056499,0.7600000000000001,2021-03,6,FSLR,2021-02-26
0.0004483393083016078,0.29079693052227007,1.5930436671884793,0.7400000000000001,2021-03,7,MPWR,2021-02-26
0.0005579236599188003,0.1936139676949151,1.129483678050911,0.6933333333333334,2021-03,8,PNC,2021-02-26
0.0033476867432159093,0.19734412535168985,1.2131668413259005,0.6866666666666668,2021-03,9,QCOM,2021-02-26
0.005802226092870063,0.14953968205935322,0.8975145715978339,0.66,2021-03,10,ORCL,2021-02-26
0.0056794146223673745,0.32280832366617757,0.9916187874971841,0.9733333333333334,2021-04,1,DELL,2021-03-31
0.022834196997185547,0.23330943538336035,1.1743007327932988,0.8533333333333334,2021-04,2,FSLR,2021-03-31
0.0074069977752746095,0.2345619723231162,1.244582135591128,0.8533333333333334,2021-04,3,CDNS,2021-03-31
0.002250612462087283,0.21135476210573037,1.2160650263552213,0.8133333333333334,2021-04,4,DECK,2021-03-31
0.0019877973387126256,0.6769888571943048,1.6658831948180024,0.8133333333333334,2021-04,5,APA,2021-03-31
0.0013832284886606786,0.19728159994426878,1.201269714031932,0.7933333333333334,2021-04,6,ALB,2021-03-31
0.0010646845672338727,0.19239938660029973,0.8450215584046501,0.7933333333333334,2021-04,7,POOL,2021-03-31
0.00042952650359698704,0.17123503144291716,0.7515994036804063,0.7133333333333334,2021-04,8,CHTR,2021-03-31
0.002979420480274019,0.15529313073835177,1.2855542843274577,0.68,2021-04,9,QCOM,2021-03-31
0.0,0.09996144758456693,0.8785710861419013,0.68,2021-04,10,AJG,2021-03-31
0.002627112615255662,0.48500626654389417,0.9092966469284469,0.9733333333333334,2021-05,1,DELL,2021-04-30
0.0018022733311804514,0.31319730346140945,1.0673193779305963,0.8933333333333333,2021-05,2,DECK,2021-04-30
0.0030412657787560154,0.4666595402305262,0.7251490452262231,0.8466666666666668,2021-05,3,POOL,2021-04-30
0.0,0.3981274102082535,0.7460478984262545,0.8466666666666667,2021-05,4,AJG,2021-04-30
0.0013697839800327542,0.2792755996009627,1.1274158670662324,0.8133333333333335,2021-05,5,HPQ,2021-04-30
0.0011042668065302584,0.3527185616438925,1.2622397188347487,0.8133333333333335,2021-05,6,ALB,2021-04-30
0.0016093643366352844,0.09738055253104026,0.8784803678668781,0.74,2021-05,7,NKE,2021-04-30
0.0035845084243981296,0.17560314488801151,0.6574229707012573,0.7000000000000002,2021-05,8,ORCL,2021-04-30
0.015496932206645844,0.053275443654838495,1.0870991267347416,0.6933333333333334,2021-05,9,FSLR,2021-04-30
0.00042952650359698704,0.17196648253055807,0.7321921306727116,0.6933333333333334,2021-05,10,CHTR,2021-04-30
0.0005014837313791641,0.3908138372022905,0.8539000339339055,0.9400000000000001,2021-06,1,DELL,2021-05-28
0.0018022733311804514,0.19180593745240582,0.9828012022406263,0.8866666666666667,2021-06,2,DECK,2021-05-28
0.00242492051982375,0.3773333603809464,0.6937592225513699,0.8600000000000001,2021-06,3,POOL,2021-05-28
0.0,0.23040069263516094,0.7491062305920224,0.8400000000000001,2021-06,4,AJG,2021-05-28
0.0035845084243981296,0.1991735741535781,0.6658256169483985,0.7933333333333334,2021-06,5,ORCL,2021-05-28
0.004259259627254867,0.17872528758098477,1.2188273424515605,0.7733333333333334,2021-06,6,ALB,2021-05-28
0.020453157139912484,0.09902432953310741,1.0128810154201766,0.76,2021-06,7,FSLR,2021-05-28
0.00042952650359698704,0.1371640378142994,0.7814282311931248,0.7266666666666668,2021-06,8,CHTR,2021-05-28
0.0024527610925139573,0.145706597918771,1.370790473352865,0.7066666666666668,2021-06,9,QCOM,2021-05-28
0.0023315901549157106,0.03931312374588113,0.8752045209596647,0.6666666666666667,2021-06,10,NKE,2021-05-28
0.012403120725322023,0.25149439488841097,0.9611233503166099,0.9666666666666668,2021-07,1,FSLR,2021-06-30
0.002567796966281097,0.21853001652527923,1.044214344857519,0.9066666666666667,2021-07,2,DELL,2021-06-30
0.00242492051982375,0.4001593875716775,0.6354729751543636,0.8866666666666667,2021-07,3,POOL,2021-06-30
0.0018022733311804514,0.21691465135199248,1.0769851271613307,0.8733333333333334,2021-07,4,DECK,2021-06-30
0.0023424500931062803,0.22582625931694186,0.7699970344800342,0.8533333333333334,2021-07,5,NKE,2021-06-30
0.00042952650359698704,0.20948356369305107,0.8095937842770577,0.8,2021-07,6,CHTR,2021-06-30
0.005873682204062346,0.1716526028034108,0.6656857168729005,0.7333333333333335,2021-07,7,ORCL,2021-06-30
0.005062301726962523,0.16678862659130075,1.2848495890238538,0.7133333333333334,2021-07,8,ALB,2021-06-30
0.000283961199105732,0.0637971492391555,1.2081372275626754,0.7066666666666667,2021-07,9,CDNS,2021-06-30
0.0016484828222365607,0.029048750493032426,1.103926860038956,0.6733333333333333,2021-07,10,VTR,2021-06-30
0.006607479588301093,0.3772304844906245,1.3068588501905214,0.8866666666666667,2021-08,1,ALB,2021-07-30
0.0018022733311804514,0.2707044319578936,1.0594129868668016,0.88,2021-08,2,DECK,2021-07-30
0.00234245009310628,0.36368395014868277,0.7471949700543178,0.8733333333333334,2021-08,3,NKE,2021-07-30
0.005873682204062346,0.29656306084820044,0.6839668293583888,0.8200000000000001,2021-08,4,ORCL,2021-07-30
0.002567796966281097,0.13807569825161373,1.05547828153792,0.8133333333333335,2021-08,5,DELL,2021-07-30
0.002361193999017357,0.2939459127406699,0.6909890253319344,0.8,2021-08,6,POOL,2021-07-30
0.00042952650359698704,0.16701750388642794,0.7672316191634441,0.7600000000000001,2021-08,7,CHTR,2021-07-30
0.0,0.242793765619997,0.7346619355236953,0.7600000000000001,2021-08,8,ADP,2021-07-30
0.0,0.13247713311552567,0.8635080017986486,0.74,2021-08,9,AVB,2021-07-30
0.003697541498002552,0.13133588584001288,0.887538431056909,0.7333333333333333,2021-08,10,FFIV,2021-07-30
0.0054570872376047104,0.45453700211084175,1.3397382256943544,0.8733333333333334,2021-09,1,ALB,2021-08-31
0.007245640896221317,0.34826297950024127,0.6843961951782683,0.8533333333333335,2021-09,2,POOL,2021-08-31
0.005873682204062346,0.3158728221432299,0.6992412450042718,0.8333333333333334,2021-09,3,ORCL,2021-08-31
0.001414257590183798,0.24505067157373356,0.7650412597241623,0.8266666666666668,2021-09,4,NKE,2021-08-31
0.003697541498002552,0.17034148370213661,0.9139447361013009,0.7933333333333334,2021-09,5,FFIV,2021-08-31
0.0,0.22697323690381246,0.7552436966531716,0.7933333333333333,2021-09,6,ADP,2021-08-31
0.0066172584654792905,0.22507051353783356,0.7826615413313691,0.7866666666666667,2021-09,7,CHTR,2021-08-31
0.000283961199105732,0.22068733912518673,1.2586112412421409,0.7333333333333335,2021-09,8,CDNS,2021-08-31
0.0,0.13290777101098408,0.8336370590798143,0.7066666666666666,2021-09,9,AVB,2021-08-31
0.004465240939163868,0.09205650198331804,1.0322777047076772,0.7000000000000001,2021-09,10,DELL,2021-08-31
0.005566807404633552,0.4040215126551009,1.204598163330275,0.9266666666666667,2021-10,1,ALB,2021-09-30
0.000283961199105732,0.2669785960402857,1.2251838900450878,0.8933333333333334,2021-10,2,CDNS,2021-09-30
0.003697541498002552,0.22584016291110295,0.9321953470141127,0.8800000000000001,2021-10,3,FFIV,2021-09-30
0.007245640896221317,0.2420797348110946,0.6766481893215757,0.8400000000000001,2021-10,4,POOL,2021-09-30
0.009122213595127932,0.22479718691599473,0.7030540799976988,0.7933333333333333,2021-10,5,ORCL,2021-09-30
2.2921977298600333e-05,0.11929138705973279,0.9882291396936833,0.76,2021-10,6,EQR,2021-09-30
0.0056217725502041285,0.19931467957980756,0.6449563541181493,0.7466666666666668,2021-10,7,FSLR,2021-09-30
0.0066172584654792905,0.1264019695111335,0.8053484054655242,0.72,2021-10,8,CHTR,2021-09-30
0.0,0.19630879312213617,0.6613981850928008,0.7000000000000001,2021-10,9,ADP,2021-09-30
0.004465240939163868,0.11666442976761408,1.0492314356515315,0.6866666666666668,2021-10,10,DELL,2021-09-30
0.005566807404633552,0.48471708779653466,1.2668952381624834,0.9,2021-11,1,ALB,2021-10-29
2.2921977298600333e-05,0.258616926033538,0.9007640747644474,0.8466666666666667,2021-11,2,EQR,2021-10-29
0.0074114279141501765,0.32943787174417777,0.6405656892428465,0.8066666666666668,2021-11,3,ORCL,2021-10-29
0.00014429233682455208,0.43748070985199405,1.4664146128411353,0.8066666666666666,2021-11,4,NVDA,2021-10-29
0.0126221842048739,0.44556005597440534,1.6928543519383554,0.7866666666666667,2021-11,5,OXY,2021-10-29
0.00996783406291374,0.24938025663505042,0.7497251717697011,0.7733333333333334,2021-11,6,POOL,2021-10-29
0.0039637572077847035,0.2054339871317691,1.0662348142271543,0.7733333333333334,2021-11,7,DELL,2021-10-29
0.000283961199105732,0.2353582411065651,1.2711012399221764,0.7333333333333335,2021-11,8,CDNS,2021-10-29
0.0018229744737110441,0.12737797876789778,0.8587653476927906,0.7333333333333334,2021-11,9,MSI,2021-10-29
0.005933397533322769,0.0624169740445235,0.9450386807986767,0.7,2021-11,10,FSLR,2021-10-29
0.0024118145839089437,0.4253561577312497,1.257623094531765,0.8933333333333334,2021-12,1,ALB,2021-11-30
0.00996783406291374,0.33364041734954464,0.8846177839141064,0.8733333333333334,2021-12,2,POOL,2021-11-30
0.0010604116837354457,0.7672734189800362,1.5740079212934157,0.8466666666666667,2021-12,3,NVDA,2021-11-30
0.014673063206294227,0.29460162050541433,0.6912248197945126,0.7933333333333333,2021-12,4,ORCL,2021-11-30
0.000283961199105732,0.28789579419009,1.3579421369449591,0.7600000000000001,2021-12,5,CDNS,2021-11-30
0.002074450490966676,0.35748570863951384,1.7192676705919068,0.76,2021-12,6,MPWR,2021-11-30
0.004739941041620951,0.24669830999603726,1.2811685298372266,0.7466666666666668,2021-12,7,APO,2021-11-30
0.0039637572077847035,0.20647307980822344,1.1002562020747826,0.7466666666666667,2021-12,8,DELL,2021-11-30
2.2921977298600333e-05,0.2149296757593695,0.8013124485483941,0.7400000000000001,2021-12,9,EQR,2021-11-30
0.0018229744737110441,0.2006172229513076,0.9071051797434039,0.7266666666666666,2021-12,10,MSI,2021-11-30
0.00996783406291374,0.261616305159274,0.9427826607506528,0.9133333333333333,2022-01,1,POOL,2021-12-31
0.0018229744737110441,0.25925410939451765,0.9547549115934576,0.9000000000000001,2022-01,2,MSI,2021-12-31
0.0016644441537440769,0.29036773674278055,1.286143477587413,0.8800000000000001,2022-01,3,ALB,2021-12-31
0.0021991275259124433,0.7279208595545005,1.7291312789599425,0.8133333333333334,2022-01,4,NVDA,2021-12-31
0.0005974903525341125,0.25481611543242805,0.7528661640078874,0.8066666666666666,2022-01,5,EQR,2021-12-31
0.004739941041620951,0.1801007627312218,1.2040283748021077,0.7600000000000001,2022-01,6,APO,2021-12-31
0.0018974439728827704,0.146014039979763,1.093015961857585,0.76,2022-01,7,DELL,2021-12-31
0.0,0.13640269526554016,0.9083092242150342,0.74,2022-01,8,ADP,2021-12-31
0.002074450490966676,0.2112227470673548,1.5872238572251398,0.7066666666666668,2022-01,9,MPWR,2021-12-31
0.010859316663333663,0.05630587203871288,0.9055309191035499,0.6733333333333333,2022-01,10,ORCL,2021-12-31
0.0020069766139227244,0.33932408394443137,1.2897843176082882,0.8800000000000001,2022-02,1,ALB,2022-01-31
0.010031560583720131,0.23745012256013967,0.8476793612612699,0.8200000000000001,2022-02,2,POOL,2022-01-31
0.0025319864794388545,0.7353027650413507,1.8613088175906647,0.8066666666666668,2022-02,3,NVDA,2022-01-31
0.005828446442527431,0.3104907447679841,1.4552802759612917,0.8,2022-02,4,MPWR,2022-01-31
0.0024131620450625344,0.22801831765161967,1.2513621166755091,0.7866666666666667,2022-02,5,APO,2022-01-31
0.0005623234148335348,0.17857882953423818,1.0353575256878889,0.7733333333333333,2022-02,6,XOM,2022-01-31
0.006757597276379192,0.31279508498276726,1.8298363271913345,0.76,2022-02,7,APA,2022-01-31
0.0005974903525341125,0.21717710743514154,0.7214747434627411,0.7533333333333334,2022-02,8,EQR,2022-01-31
0.0018229744737110441,0.1217206195286605,1.0044160649243516,0.7333333333333334,2022-02,9,MSI,2022-01-31
0.0018974439728827704,0.16844367521438108,1.091664596929689,0.7133333333333333,2022-02,10,DELL,2022-01-31
0.00810423508463871,0.42927641096814617,1.4150404481321885,0.8800000000000001,2022-03,1,MPWR,2022-02-28
0.005147113686516171,0.30865174144941526,0.9459377067006874,0.8666666666666667,2022-03,2,POOL,2022-02-28
0.0028033519015995398,0.7462873416842549,1.9217150867736583,0.8066666666666668,2022-03,3,NVDA,2022-02-28
0.011351475549843486,0.25017233982635023,1.503331063232001,0.7666666666666667,2022-03,4,QCOM,2022-02-28
0.00404128526884412,0.19954102363606496,1.0966894170836157,0.7666666666666667,2022-03,5,EFX,2022-02-28
0.0031573689646191066,0.31422598564332804,1.676534623482867,0.7600000000000001,2022-03,6,ALB,2022-02-28
0.012977725131407616,0.3535804749921881,1.8142709493099325,0.76,2022-03,7,APA,2022-02-28
0.002835088697749944,0.243379951124242,0.48542243861095996,0.7333333333333335,2022-03,8,ABBV,2022-02-28
0.01152829426247134,0.14029453285268498,1.0197364217032656,0.7000000000000001,2022-03,9,FSLR,2022-02-28
0.0013484354057009258,0.1593832339628219,1.3158737377833751,0.6733333333333333,2022-03,10,APO,2022-02-28
0.015078504555045611,0.6911527646205857,1.5716311219188865,0.8600000000000001,2022-04,1,APA,2022-03-31
0.00810423508463871,0.4142766767143804,1.4888119438173206,0.8266666666666668,2022-04,2,MPWR,2022-03-31
0.0023243353669139023,0.7424320355411003,1.9654924616281662,0.8133333333333334,2022-04,3,NVDA,2022-03-31
0.0030476487975902656,0.449418698584165,1.629271172528749,0.8,2022-04,4,ALB,2022-03-31
0.002516557455121998,0.32487108205499526,0.4645051509434005,0.7866666666666667,2022-04,5,ABBV,2022-03-31
0.008648753703772043,0.2664162011331057,0.6589129383018266,0.7666666666666668,2022-04,6,XOM,2022-03-31
0.0012213422192467584,0.22269258043691295,0.6421473769459227,0.7333333333333334,2022-04,7,DHR,2022-03-31
0.00404128526884412,0.20976054740205674,1.0395465402572073,0.7333333333333333,2022-04,8,EFX,2022-03-31
0.013273437724266418,0.21397688606866513,0.6908196648475634,0.72,2022-04,9,FSLR,2022-03-31
0.005478878815968831,0.18305033401614898,1.3008417053709742,0.6799999999999999,2022-04,10,CDNS,2022-03-31
0.0022247689094573382,0.7231464752849968,1.291450126117295,0.9266666666666667,2022-05,1,OXY,2022-04-29
0.005478878815968831,0.3788986572044987,1.2515775468938513,0.8400000000000001,2022-05,2,CDNS,2022-04-29
0.020205749809820813,0.6851537574218004,1.6638716083459455,0.8133333333333335,2022-05,3,APA,2022-04-29
0.00810423508463871,0.47027115675113174,1.500859887566409,0.8133333333333335,2022-05,4,MPWR,2022-04-29
0.0048411831723901375,0.2932555173337439,0.7311116036277557,0.8066666666666668,2022-05,5,XOM,2022-04-29
0.003135276687125048,0.6220666712163415,1.9324963529631005,0.7533333333333334,2022-05,6,NVDA,2022-04-29
0.014801321901065648,0.2745081763152948,0.6365571436234476,0.7400000000000001,2022-05,7,FSLR,2022-04-29
0.003293819708618718,0.22933284684476132,0.4940146951152303,0.7000000000000001,2022-05,8,ABBV,2022-04-29
0.007965156156640113,0.22358041745400323,1.5175529076935967,0.6666666666666667,2022-05,9,QCOM,2022-04-29
0.02547428725415437,0.06185453840126065,0.708335950199384,0.6266666666666667,2022-05,10,NRG,2022-04-29
0.006207960326062528,0.8754349246634654,1.4431203508512385,0.8666666666666667,2022-06,1,OXY,2022-05-31
0.008218318223953247,0.4525165372824607,1.229654297759609,0.8266666666666667,2022-06,2,CDNS,2022-05-31
0.010205599917974493,0.3821207374522835,0.8290977547201669,0.7866666666666668,2022-06,3,XOM,2022-05-31
0.007272206042848882,0.6932283686846948,1.6308738115689678,0.7866666666666667,2022-06,4,MPWR,2022-05-31
0.026739831944858586,0.7284611849590548,1.92628823248717,0.7800000000000001,2022-06,5,APA,2022-05-31
0.02219885859697584,0.41094202112390465,0.6357075187672196,0.7600000000000001,2022-06,6,NRG,2022-05-31
0.004227326349628086,0.5724417139950969,1.9048424321967823,0.7333333333333334,2022-06,7,NVDA,2022-05-31
0.002447123851352956,0.20068442014357799,1.0542598596947805,0.72,2022-06,8,MSFT,2022-05-31
0.018538997567717045,0.27274782035097084,0.7224080668199345,0.6933333333333334,2022-06,9,FSLR,2022-05-31
0.00763581148035492,0.28755891637036246,1.4423051132350748,0.6866666666666668,2022-06,10,QCOM,2022-05-31
0.009086846060175801,0.7273992505265879,1.409110016218494,0.8733333333333334,2022-07,1,OXY,2022-06-30
0.008218318223953247,0.5026638984820555,1.2387500685297703,0.8533333333333334,2022-07,2,CDNS,2022-06-30
0.01450388713034149,0.273798750218716,0.892656407632767,0.8333333333333335,2022-07,3,XOM,2022-06-30
0.008590818182174581,0.23016728659260632,1.0187297929108545,0.8066666666666668,2022-07,4,SYY,2022-06-30
0.03015724490224211,0.6443042228310901,1.8347199220087043,0.7800000000000001,2022-07,5,APA,2022-06-30
0.014369327784885491,0.6318868922968587,1.6730582662309925,0.7666666666666667,2022-07,6,MPWR,2022-06-30
0.0024432966109711567,0.3214840528882851,0.43344661189599487,0.7466666666666667,2022-07,7,ABBV,2022-06-30
0.005648628890919847,0.2521567997398713,1.405556678041958,0.7266666666666668,2022-07,8,QCOM,2022-06-30
0.01599429219606377,0.17125696611503566,0.729260808565761,0.7,2022-07,9,FSLR,2022-06-30
0.004638318741132343,0.11435309916059305,1.075796431852422,0.6866666666666668,2022-07,10,CTSH,2022-06-30
0.01095775786846403,0.5525295024298497,1.2295907691114296,0.8733333333333334,2022-08,1,CDNS,2022-07-29
0.011067505345298193,0.8443696443906215,1.466446480596078,0.8600000000000001,2022-08,2,OXY,2022-07-29
0.010556773983296894,0.5109783189304452,0.8060674112592063,0.8600000000000001,2022-08,3,FSLR,2022-07-29
0.011093526212912814,0.402380092615423,0.9454196296011945,0.8133333333333335,2022-08,4,XOM,2022-07-29
0.023379868354707484,0.6393548873685365,1.9355830341170268,0.7800000000000001,2022-08,5,APA,2022-07-29
0.008590818182174581,0.1732990057125122,0.9680862486069028,0.7466666666666666,2022-08,6,SYY,2022-07-29
0.019553543130556742,0.48651846808104116,1.6548077382998532,0.72,2022-08,7,MPWR,2022-07-29
0.005648628890919847,0.231616944019747,1.3243224246702676,0.7000000000000001,2022-08,8,QCOM,2022-07-29
0.0026701757735286746,0.4216712228518491,1.9110087587686204,0.68,2022-08,9,NVDA,2022-07-29
0.003457691314336664,0.21108034647785567,0.3915805629317658,0.6333333333333333,2022-08,10,ABBV,2022-07-29
0.012469392992675646,0.49295071811970403,0.9415637669686105,0.9000000000000001,2022-09,1,XOM,2022-08-31
0.01048193601478102,1.0024961894448048,1.4090806220323824,0.8666666666666667,2022-09,2,OXY,2022-08-31
0.018441919745906952,0.6694986004303924,0.7618629025673723,0.8533333333333334,2022-09,3,FSLR,2022-08-31
0.012002711359605768,0.4335122977617034,1.193299983879607,0.8133333333333335,2022-09,4,CDNS,2022-08-31
0.02846444979132641,0.7304809523789804,1.872854222197726,0.7800000000000001,2022-09,5,APA,2022-08-31
0.004021730687883165,0.2527897092301941,1.3390242199157871,0.7266666666666668,2022-09,6,QCOM,2022-08-31
0.015865604674059248,0.44781043474599713,1.6453293486990246,0.7133333333333334,2022-09,7,MPWR,2022-08-31
0.01449132937507159,0.14031427209136862,0.9330293235350718,0.7066666666666667,2022-09,8,SYY,2022-08-31
0.0025518692777158946,0.13754808585679262,1.0453267425219612,0.6933333333333334,2022-09,9,MSFT,2022-08-31
0.01889464480398351,0.1952275061204589,1.4341235317869065,0.6733333333333333,2022-09,10,APO,2022-08-31
0.025878187535660846,0.8728486187640246,1.3319893254381912,0.8866666666666667,2022-10,1,OXY,2022-09-30
0.008835685129952494,0.7245664962615409,0.7086846541175811,0.8733333333333334,2022-10,2,FSLR,2022-09-30
0.013658519796049014,0.4477137220570991,0.9477767656050531,0.8600000000000001,2022-10,3,XOM,2022-09-30
0.008271179012025025,0.46638697996867395,1.152094885534782,0.8533333333333334,2022-10,4,CDNS,2022-09-30
0.00507314619238651,0.6239275831364949,0.5975428595418772,0.78,2022-10,5,VRTX,2022-09-30
0.03002472184894104,0.6930666425273528,1.7991832123121432,0.76,2022-10,6,APA,2022-09-30
0.006897565746118152,0.27710000468256374,1.32629885637231,0.68,2022-10,7,QCOM,2022-09-30
0.01980088949794807,0.31097856792824996,1.6122092261294532,0.6600000000000001,2022-10,8,MPWR,2022-09-30
0.0035202837109182786,0.2997615280626403,0.4118884047840485,0.64,2022-10,9,ABBV,2022-09-30
0.004322013211628747,0.09866687629253201,0.7541180270696776,0.6200000000000001,2022-10,10,TAP,2022-09-30
0.02414761671323885,0.7824852724028919,1.257257774786166,0.9066666666666667,2022-11,1,OXY,2022-10-31
0.01367823959876622,0.4832990447285918,0.951159930306294,0.88,2022-11,2,XOM,2022-10-31
0.00507314619238651,0.6954280465726101,0.6654861294650689,0.8533333333333335,2022-11,3,VRTX,2022-10-31
0.008271179012025025,0.2826652517200026,1.1190856942136884,0.8466666666666668,2022-11,4,CDNS,2022-10-31
0.02344196233701296,0.5727604383418892,0.7096749895494402,0.8200000000000001,2022-11,5,FSLR,2022-10-31
0.007188118166393704,0.2820862601952667,1.163008952046914,0.7933333333333334,2022-11,6,DECK,2022-10-31
0.029145278885555105,0.2547341154039001,0.9636999990708949,0.78,2022-11,7,SYY,2022-10-31
0.020484241903340687,0.5988112870597753,1.7052002847219083,0.76,2022-11,8,APA,2022-10-31
0.004140876785472588,0.2795828624125561,1.3272961337940226,0.7000000000000001,2022-11,9,QCOM,2022-10-31
0.0094181707161264,0.2078305603595325,0.815929912469583,0.7,2022-11,10,NRG,2022-10-31
0.008483397428921388,0.4818580326223059,0.9579601188993259,0.8933333333333333,2022-12,1,XOM,2022-11-30
0.03443822338544332,0.775552167693092,1.2787005623835963,0.8800000000000001,2022-12,2,OXY,2022-11-30
0.022824103555706132,0.8700674080205237,0.6238862757680151,0.8733333333333334,2022-12,3,FSLR,2022-11-30
0.007188118166393704,0.33897084693260593,1.1077183278196199,0.8400000000000001,2022-12,4,DECK,2022-11-30
0.008271177829393185,0.32221576009217284,1.1009164746266613,0.8200000000000002,2022-12,5,CDNS,2022-11-30
0.00507314619238651,0.6422975296285481,0.57578769427855,0.8,2022-12,6,VRTX,2022-11-30
0.03504578818624118,0.2963718031261227,0.8813487245987324,0.7733333333333334,2022-12,7,SYY,2022-11-30
0.015998915217264938,0.5177350681409736,1.6645293269927863,0.7400000000000001,2022-12,8,APA,2022-11-30
0.0035309608385124536,0.2957704114656493,1.1603800370793764,0.7333333333333334,2022-12,9,PSX,2022-11-30
0.01643663408264281,0.20900896772352895,1.0645472811600942,0.6933333333333334,2022-12,10,MTD,2022-11-30
0.010732788565221892,0.5568319274351542,0.9966017266932321,0.9200000000000002,2023-01,1,XOM,2022-12-30
0.04051427421589002,0.824153956382528,1.2862443448598069,0.8800000000000001,2023-01,2,OXY,2022-12-30
0.022423838941311395,0.942914906187087,0.6274668635094938,0.8800000000000001,2023-01,3,FSLR,2022-12-30
0.021579275528589886,0.5217576771255225,1.107912767072614,0.8400000000000001,2023-01,4,DECK,2022-12-30
0.002386076740486912,0.3363105810835567,1.0652359156604303,0.7933333333333334,2023-01,5,ROST,2022-12-30
0.012658042547406344,0.6277489436926418,1.7013478199614074,0.76,2023-01,6,APA,2022-12-30
0.0079823361990589,0.4428051243930911,0.5959626851668887,0.7266666666666668,2023-01,7,VRTX,2022-12-30
0.002870203390047348,0.32488510091447054,1.1942324756580374,0.72,2023-01,8,PSX,2022-12-30
0.008271177829393185,0.2877069748531243,1.0723558624005136,0.7066666666666667,2023-01,9,CDNS,2022-12-30
0.0023108471638311153,0.2179458318839918,0.9781986059491299,0.7000000000000001,2023-01,10,GDDY,2022-12-30
0.012816022155541331,0.44434654202190166,1.0115829296663283,0.9133333333333334,2023-02,1,XOM,2023-01-31
0.021579275528589886,0.4537864380428666,1.0918561368355568,0.9066666666666667,2023-02,2,DECK,2023-01-31
0.0374792256868855,0.6259137086587276,1.2178121589467472,0.8933333333333334,2023-02,3,OXY,2023-01-31
0.03366995456495455,1.023201764163315,0.6664910699655469,0.8800000000000001,2023-02,4,FSLR,2023-01-31
0.0055317381848824,0.4174215774501583,1.0715672087728358,0.8466666666666668,2023-02,5,CDNS,2023-01-31
0.007233389642424684,0.43887892112316956,1.4061502547644962,0.76,2023-02,6,ALB,2023-01-31
0.004398501975826485,0.21387420199182702,0.8823210397223967,0.7133333333333333,2023-02,7,ORCL,2023-01-31
0.016436631717379132,0.20741583648531536,1.0753866255284932,0.7066666666666667,2023-02,8,MTD,2023-01-31
0.008464478288910218,0.377179655338784,0.5808698307575944,0.66,2023-02,9,VRTX,2023-01-31
0.006238438691648226,0.3843585009589642,1.731822342623278,0.6533333333333334,2023-02,10,MPWR,2023-01-31
0.02897368631665669,0.5269356069234864,1.054920802824181,0.9266666666666667,2023-03,1,DECK,2023-02-28
0.03365570016960198,0.5612362907977345,1.3019236160702545,0.8800000000000001,2023-03,2,OXY,2023-02-28
0.03205780550423595,1.0202221288411704,0.6384061552087894,0.8733333333333334,2023-03,3,FSLR,2023-02-28
0.008198076652155982,0.4258179545834047,1.066587163419374,0.8666666666666667,2023-03,4,CDNS,2023-02-28
0.010179928357529256,0.4065131880153312,1.03074222358849,0.8600000000000001,2023-03,5,XOM,2023-02-28
0.00717503436540485,0.4349029739582121,1.3435186539494766,0.8133333333333335,2023-03,6,ALB,2023-02-28
0.005421193869459251,0.27268118847163614,1.2170060560503,0.6799999999999999,2023-03,7,PSX,2023-02-28
0.008731970255553879,0.327719828343394,0.5879906556754442,0.6666666666666667,2023-03,8,VRTX,2023-02-28
0.0043985019758264856,0.25781438275382107,0.8768587026361717,0.6666666666666667,2023-03,9,ORCL,2023-02-28
0.003935284823888824,0.36327529945928205,1.7167633861718194,0.6533333333333334,2023-03,10,MPWR,2023-02-28
0.03553337560444282,0.6432512297357181,1.0402650280994175,0.9600000000000001,2023-04,1,DECK,2023-03-31
0.03732605876903685,1.1693199761883266,0.8163690631890252,0.9533333333333334,2023-04,2,FSLR,2023-03-31
0.004533872851860295,0.4593698660207197,1.0968947416155534,0.9133333333333333,2023-04,3,XOM,2023-03-31
0.006450730183767894,0.3995814327544262,1.0703743527733214,0.9000000000000001,2023-04,4,CDNS,2023-03-31
0.014524573658312124,0.37512873352440557,1.1863976044861693,0.8400000000000001,2023-04,5,PSX,2023-03-31
0.020143010674648226,0.32318872838423124,1.3435027830818844,0.7400000000000001,2023-04,6,OXY,2023-03-31
0.013798731660086012,0.2348168050176787,1.0938154518621248,0.7066666666666667,2023-04,7,MTD,2023-03-31
0.005934598998575615,0.2907376978079613,0.5940068817149506,0.6866666666666668,2023-04,8,VRTX,2023-03-31
0.010298201167788457,0.24728303708283284,1.3484004975264237,0.6533333333333333,2023-04,9,ALB,2023-03-31
0.014281332102559862,0.08991732908549338,1.0054989343860083,0.6266666666666667,2023-04,10,NRG,2023-03-31
0.028345257438049113,0.6447519535663773,0.9797065261604696,0.9600000000000001,2023-05,1,DECK,2023-04-28
